Name	Id	Radius	Height	Invisible	Untouchable	Temporary	LifetimeInSFT	NoPickup	NoGravity	InterceptAction	Bounce	TrailParticles	TrailFire	TrailLine	SFTGroup	LifeTime	Speed	ParticleR	ParticleG	ParticleB	ParticleA
Musical Instrument 3	264	64	64	-	-	-	-	-	-	-	x	-	-	-	7Obj278	0	0	0	0	0	0
Seashell	265	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ279	0	0	0	0	0	0
Floor Tile	266	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ280	0	0	0	0	0	0
Winged Sandals	267	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ281	0	0	0	0	0	0
Scarf	268	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj282	0	0	0	0	0	0
Golem parts 	269	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283a	0	0	0	0	0	0
Golem parts	270	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283b	0	0	0	0	0	0
Golem parts	271	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283c	0	0	0	0	0	0
Golem parts	272	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283d	0	0	0	0	0	0
Golem parts	273	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283e	0	0	0	0	0	0
Golem parts	274	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283f	0	0	0	0	0	0
Golem parts	275	64	64	-	-	-	-	-	-	-	x	-	-	-	obj283g	0	0	0	0	0	0
Horseshoe	276	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj284	0	0	0	0	0	0
Reptilian Egg	277	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj285	0	0	0	0	0	0
Lantern	278	64	64	-	-	-	-	-	-	-	x	-	-	-	obj286	0	0	0	0	0	0
Rope	279	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj287	0	0	0	0	0	0
Castle in a Bottle	280	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj288	0	0	0	0	0	0
Deck of Cards (Arcomage)	281	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj289	0	0	0	0	0	0
horned helm	282	64	64	-	-	-	-	-	-	-	x	-	-	-	null	0	0	0	0	0	0
Gold	283	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ187	0	0	0	0	0	0
Gold	284	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ188	0	0	0	0	0	0
Gold	285	64	64	-	-	-	-	-	-	-	x	-	-	-	7OBJ189	0	0	0	0	0	0
Wet Suit	286	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj299	0	0	0	0	0	0
Lich Jar Case	287	64	64	-	-	-	-	-	-	-	x	-	-	-	obj351	0	0	0	0	0	0
Good half of amulet	288	64	64	-	-	-	-	-	-	-	x	-	-	-	obj363	0	0	0	0	0	0
evil half of amulet	289	64	64	-	-	-	-	-	-	-	x	-	-	-	obj364	0	0	0	0	0	0
ore	290	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj353	0	0	0	0	0	0
ore	291	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj354	0	0	0	0	0	0
ore	292	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj355	0	0	0	0	0	0
ore	293	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj356	0	0	0	0	0	0
ore	294	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj357	0	0	0	0	0	0
ore	295	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj358	0	0	0	0	0	0
control cube	296	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj361	0	0	0	0	0	0
crate 	297	64	64	-	-	-	-	-	-	-	x	-	-	-	OBJ183	0	0	0	0	0	0
Heart of the Wood	298	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj297	0	0	0	0	0	0
Tapestry	299	64	32	-	-	-	-	-	-	-	x	-	-	-	7obj365	0	0	0	0	0	0
oscillation overthruster	300	64	64	-	-	-	-	-	-	-	x	-	-	-	obj362	0	0	0	0	0	0
empty lich jar	301	64	64	-	-	-	-	-	-	-	x	-	-	-	7obj294	0	0	0	0	0	0
null	302	16	16	-	-	-	-	-	-	-	x	-	-	-	null	0	0	0	0	0	0
long sword	303	64	16	-	-	-	-	-	-	-	x	-	-	-	3LSWORD	0	0	0	0	0	0
two-handed sword	304	64	16	-	-	-	-	-	-	-	x	-	-	-	32HSWORD	0	0	0	0	0	0
broadsword	305	64	16	-	-	-	-	-	-	-	x	-	-	-	3BRSWRD	0	0	0	0	0	0
cutlass	306	64	16	-	-	-	-	-	-	-	x	-	-	-	3CUTLASS	0	0	0	0	0	0
dagger	307	64	16	-	-	-	-	-	-	-	x	-	-	-	3DAGGER	0	0	0	0	0	0
long dagger	308	64	16	-	-	-	-	-	-	-	x	-	-	-	3LDAGGER	0	0	0	0	0	0
axe	309	64	16	-	-	-	-	-	-	-	x	-	-	-	3AXE	0	0	0	0	0	0
two-handed axe	310	64	16	-	-	-	-	-	-	-	x	-	-	-	32HAXE	0	0	0	0	0	0
spear	311	64	16	-	-	-	-	-	-	-	x	-	-	-	3SPEAR	0	0	0	0	0	0
halberd	312	64	16	-	-	-	-	-	-	-	x	-	-	-	3HALBERD	0	0	0	0	0	0
trident	313	64	16	-	-	-	-	-	-	-	x	-	-	-	3TRIDENT	0	0	0	0	0	0
long bow	314	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOW	0	0	0	0	0	0
crossbow	315	64	16	-	-	-	-	-	-	-	x	-	-	-	3CROSBOW	0	0	0	0	0	0
mace	316	64	16	-	-	-	-	-	-	-	x	-	-	-	3MACE	0	0	0	0	0	0
war hammer	317	64	16	-	-	-	-	-	-	-	x	-	-	-	3HAMMER	0	0	0	0	0	0
club	318	64	16	-	-	-	-	-	-	-	x	-	-	-	3CLUB	0	0	0	0	0	0
staff	319	64	16	-	-	-	-	-	-	-	x	-	-	-	3STAFF	0	0	0	0	0	0
blaster	320	64	16	-	-	-	-	-	-	-	x	-	-	-	3BLASTER	0	0	0	0	0	0
blaster rifle	321	64	16	-	-	-	-	-	-	-	x	-	-	-	3BLASTR2	0	0	0	0	0	0
leather armor	322	64	16	-	-	-	-	-	-	-	x	-	-	-	3LEATHER	0	0	0	0	0	0
chain mail	323	64	16	-	-	-	-	-	-	-	x	-	-	-	3CHAIN	0	0	0	0	0	0
plate mail	324	64	16	-	-	-	-	-	-	-	x	-	-	-	3PLATE	0	0	0	0	0	0
large shield	325	64	16	-	-	-	-	-	-	-	x	-	-	-	3LSHIELD	0	0	0	0	0	0
small shield	326	64	16	-	-	-	-	-	-	-	x	-	-	-	3SSHIELD	0	0	0	0	0	0
helm	327	64	16	-	-	-	-	-	-	-	x	-	-	-	3HELM	0	0	0	0	0	0
hat	328	64	16	-	-	-	-	-	-	-	x	-	-	-	3HAT	0	0	0	0	0	0
crown	329	64	16	-	-	-	-	-	-	-	x	-	-	-	3CROWN	0	0	0	0	0	0
belt	330	64	16	-	-	-	-	-	-	-	x	-	-	-	3BELT	0	0	0	0	0	0
cape	331	64	16	-	-	-	-	-	-	-	x	-	-	-	3CAPE	0	0	0	0	0	0
gauntlets	332	64	16	-	-	-	-	-	-	-	x	-	-	-	3GNTLET	0	0	0	0	0	0
boots	333	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOOTS	0	0	0	0	0	0
ring	334	64	16	-	-	-	-	-	-	-	x	-	-	-	3RING	0	0	0	0	0	0
amulet	335	64	16	-	-	-	-	-	-	-	x	-	-	-	3AMULET	0	0	0	0	0	0
wand	336	64	16	-	-	-	-	-	-	-	x	-	-	-	3WAND	0	0	0	0	0	0
scroll	337	64	16	-	-	-	-	-	-	-	x	-	-	-	3SCROLL	0	0	0	0	0	0
bottle	338	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL02	0	0	0	0	0	0
bottle	339	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL03	0	0	0	0	0	0
bottle	340	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL04	0	0	0	0	0	0
bottle	341	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL05	0	0	0	0	0	0
bottle	342	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL06	0	0	0	0	0	0
bottle	343	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL07	0	0	0	0	0	0
bottle	344	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL08	0	0	0	0	0	0
bottle	345	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL09	0	0	0	0	0	0
bottle	346	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOTL10	0	0	0	0	0	0
key	347	64	16	-	-	-	-	-	-	-	x	-	-	-	3KEY	0	0	0	0	0	0
keyring	348	64	16	-	-	-	-	-	-	-	x	-	-	-	3KEYRING	0	0	0	0	0	0
leather pouch	349	64	16	-	-	-	-	-	-	-	x	-	-	-	3POUCH	0	0	0	0	0	0
book	350	64	16	-	-	-	-	-	-	-	x	-	-	-	3BOOK	0	0	0	0	0	0
hourglass	351	64	16	-	-	-	-	-	-	-	x	-	-	-	3HRGLASS	0	0	0	0	0	0
chalice	352	64	16	-	-	-	-	-	-	-	x	-	-	-	3chalice	0	0	0	0	0	0
horn	353	64	16	-	-	-	-	-	-	-	x	-	-	-	3HORN	0	0	0	0	0	0
crystal ball	354	64	16	-	-	-	-	-	-	-	x	-	-	-	3crysball	0	0	0	0	0	0
Deck of Fate	355	64	16	-	-	-	-	-	-	-	x	-	-	-	3TAROT	0	0	0	0	0	0
ankh	356	64	16	-	-	-	-	-	-	-	x	-	-	-	3ANKH	0	0	0	0	0	0
candelabra	357	64	16	-	-	-	-	-	-	-	x	-	-	-	3cndlAbra	0	0	0	0	0	0
tiger statuette	358	64	16	-	-	-	-	-	-	-	x	-	-	-	3Stat1	0	0	0	0	0	0
bear statuette	359	64	16	-	-	-	-	-	-	-	x	-	-	-	3Stat2	0	0	0	0	0	0
wolf statuette	360	64	16	-	-	-	-	-	-	-	x	-	-	-	3Stat3	0	0	0	0	0	0
eagle statuette	361	64	16	-	-	-	-	-	-	-	x	-	-	-	3STAT4	0	0	0	0	0	0
dragon statuette	362	64	16	-	-	-	-	-	-	-	x	-	-	-	3Stat5	0	0	0	0	0	0
dragon claw	363	64	16	-	-	-	-	-	-	-	x	-	-	-	3CLAW	0	0	0	0	0	0
Mystery Cube	364	64	16	-	-	-	-	-	-	-	x	-	-	-	3CUBE	0	0	0	0	0	0
glass shard	365	64	16	-	-	-	-	-	-	-	x	-	-	-	3SHARD	0	0	0	0	0	0
black pearl	366	64	16	-	-	-	-	-	-	-	x	-	-	-	3Blkperl	0	0	0	0	0	0
white pearl	367	64	16	-	-	-	-	-	-	-	x	-	-	-	3Wytperl	0	0	0	0	0	0
rose	368	64	16	-	-	-	-	-	-	-	x	-	-	-	3Rose	0	0	0	0	0	0
bell	369	64	16	-	-	-	-	-	-	-	x	-	-	-	3BELL	0	0	0	0	0	0
gong	370	64	16	-	-	-	-	-	-	-	x	-	-	-	3GONG	0	0	0	0	0	0
horse shoe	371	64	16	-	-	-	-	-	-	-	x	-	-	-	3HORSHOE	0	0	0	0	0	0
skull	372	64	16	-	-	-	-	-	-	-	x	-	-	-	3SKULL	0	0	0	0	0	0
bone	373	64	16	-	-	-	-	-	-	-	x	-	-	-	3BONE	0	0	0	0	0	0
crystal skull	374	64	16	-	-	-	-	-	-	-	x	-	-	-	3crystal	0	0	0	0	0	0
shovel	375	64	16	-	-	-	-	-	-	-	x	-	-	-	3SHOVEL	0	0	0	0	0	0
lock picks	376	64	16	-	-	-	-	-	-	-	x	-	-	-	3LOCKPIK	0	0	0	0	0	0
rope	377	64	16	-	-	-	-	-	-	-	x	-	-	-	3ROPE	0	0	0	0	0	0
stone	378	64	16	-	-	-	-	-	-	-	x	-	-	-	3stone	0	0	0	0	0	0
quill	379	64	16	-	-	-	-	-	-	-	x	-	-	-	3QUILL	0	0	0	0	0	0
pyramid	380	64	16	-	-	-	-	-	-	-	x	-	-	-	3PYRAMID	0	0	0	0	0	0
torch	381	64	16	-	-	-	-	-	-	-	x	-	-	-	3TORCH	0	0	0	0	0	0
map	382	64	16	-	-	-	-	-	-	-	x	-	-	-	3MAP	0	0	0	0	0	0
keg	383	64	64	-	-	-	-	-	-	-	x	-	-	-	3KEG	0	0	0	0	0	0
egg	384	16	16	-	-	-	-	-	-	-	x	-	-	-	3EGG	0	0	0	0	0	0
chime	385	64	16	-	-	-	-	-	-	-	x	-	-	-	3CHIME	0	0	0	0	0	0
tooth	386	64	16	-	-	-	-	-	-	-	x	-	-	-	3TOOTH	0	0	0	0	0	0
four leafed clover	387	64	16	-	-	-	-	-	-	-	x	-	-	-	3CLOVER	0	0	0	0	0	0
flute	388	64	16	-	-	-	-	-	-	-	x	-	-	-	3FLUTE	0	0	0	0	0	0
harp	389	64	16	-	-	-	-	-	-	-	x	-	-	-	3HARP	0	0	0	0	0	0
jewelled egg	390	64	16	-	-	-	-	-	-	-	x	-	-	-	3jewlegG	0	0	0	0	0	0
living heart	391	64	16	-	-	-	-	-	-	-	x	-	-	-	3HEART	0	0	0	0	0	0
fossil	392	64	16	-	-	-	-	-	-	-	x	-	-	-	3AMBER	0	0	0	0	0	0
magic lamp	393	64	16	-	-	-	-	-	-	-	x	-	-	-	3ALDNLMP	0	0	0	0	0	0
apple	394	64	16	-	-	-	-	-	-	-	x	-	-	-	3APPLE	0	0	0	0	0	0
gem	395	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem01	0	0	0	0	0	0
gem	396	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem02	0	0	0	0	0	0
gem	397	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem03	0	0	0	0	0	0
gem	398	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem04	0	0	0	0	0	0
gem	399	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem05	0	0	0	0	0	0
gem	400	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem06	0	0	0	0	0	0
gem	401	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem07	0	0	0	0	0	0
gem	402	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem08	0	0	0	0	0	0
gem	403	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem09	0	0	0	0	0	0
gem	404	64	16	-	-	-	-	-	-	-	x	-	-	-	3gem10	0	0	0	0	0	0
herb	405	64	16	-	-	-	-	-	-	-	x	-	-	-	3herb03	0	0	0	0	0	0
herb	406	64	16	-	-	-	-	-	-	-	x	-	-	-	3herb02	0	0	0	0	0	0
herb	407	64	16	-	-	-	-	-	-	-	x	-	-	-	3herb01	0	0	0	0	0	0
A small pile of gold	408	64	16	-	-	-	-	-	-	-	x	-	-	-	3coinsm	0	0	0	0	0	0
A pile of gold	409	64	16	-	-	-	-	-	-	-	x	-	-	-	3coinMid	0	0	0	0	0	0
a large pile of gold	410	64	16	-	-	-	-	-	-	-	x	-	-	-	3coinLG	0	0	0	0	0	0
Memory Crystal	411	64	16	-	-	-	-	-	-	-	x	-	-	-	mcryst01	0	0	0	0	0	0
rat's tail	412	64	16	-	-	-	-	-	-	-	x	-	-	-	null	0	0	0	0	0	0
Memory Crystal	413	64	16	-	-	-	-	-	-	-	x	-	-	-	null	0	0	0	0	0	0
Infused rod	414	64	16	-	-	-	-	-	-	-	x	-	-	-		0	0	0	0	0	0
Wisp wrappings	415	64	16	-	-	-	-	-	-	-	x	-	-	-	3CAPE	0	0	0	0	0	0
Air	500	16	16	-	-	x	-	x	x	x	-	-	-	-	spell101	768	6000	0	0	0	0
Earth	505	16	16	-	-	x	-	x	x	x	-	-	-	-	spell102	768	4000	0	0	0	0
Fire	510	16	16	-	-	x	-	x	x	x	-	-	-	-	spell103	768	4000	0	0	0	0
Water	515	16	16	-	-	x	-	x	x	x	-	-	-	-	spell104	768	4000	0	0	0	0
Body	520	16	16	-	-	x	-	x	x	x	-	-	-	-	spell105	768	4000	0	0	0	0
Mind	525	16	16	-	-	x	-	x	x	x	-	-	-	-	spell105	768	4000	0	0	0	0
Spirit	530	16	16	-	-	x	-	x	x	x	-	-	-	-	spell105	768	4000	0	0	0	0
Light	535	16	16	-	-	x	-	x	x	x	-	-	-	-	spell106	768	4000	0	0	0	0
Dark	540	16	16	-	-	x	-	x	x	x	-	-	-	-	spell107	768	4000	0	0	0	0
Arrow	545	16	16	-	-	x	-	x	x	x	-	-	-	-	arrow	768	4000	0	0	0	0
FireArrow	550	16	16	-	-	x	-	x	x	x	-	-	-	-	FrArw	768	4000	0	0	0	0
Laser	555	16	16	-	-	x	-	x	x	x	-	-	-	-	lzrbolt	768	6000	0	0	0	0
explosion	556	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Cannonball	560	16	16	-	-	x	-	x	-	x	-	-	-	-	spell70c	768	4000	0	0	0	0
Cylops Projectile	560	16	16	-	-	x	-	x	-	x	-	-	-	-	boulder	768	3000	0	0	0	0
launchobject	570	16	16	-	-	x	-	x	-	-	-	-	-	-	null	768	3000	0	0	0	0
explosive death	600	16	16	-	-	x	-	x	x	x	-	-	-	-	null	0	0	0	0	0	0
explosion	601	16	16	-	-	x	x	x	x	-	-	-	-	-	spell97c	64	0	0	0	0	0
Splash	800	16	16	-	-	x	x	x	x	-	-	-	-	-	splash	96	0	0	0	0	0
FireTrap	811	16	16	-	-	x	x	x	x	-	-	-	-	-	spell103	48	0	0	0	0	0
ElecTrap	812	16	16	-	-	x	x	x	x	-	-	-	-	-	spell101	48	0	0	0	0	0
ColdTrap	813	16	16	-	-	x	x	x	x	-	-	-	-	-	spell104	48	0	0	0	0	0
PoisonTrap	814	16	16	-	-	x	x	x	x	-	-	-	-	-	spell105	48	0	0	0	0	0
Fire Bolt	1010	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	1011	16	16	-	-	x	-	x	x	-	-	-	-	-	null	64	0	0	0	0	0
Fireball	1050	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	1051	16	16	-	-	x	x	x	x	-	-	-	-	-	spell01	96	0	0	0	0	0
Fire Spike	1060	16	16	-	-	x	-	x	-	x	x	-	-	-	spell07	7680	1000	0	0	0	0
explosion	1061	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Immolation	1070	16	16	-	-	x	-	x	x	-	-	-	-	-	null	64	0	0	0	0	0
Meteor Shower	1080	16	16	-	-	x	-	x	-	x	-	-	-	-	spell09	768	1000	0	0	0	0
explosion	1081	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Inferno	1090	16	16	-	-	x	-	x	x	-	-	-	-	-	null	64	1000	0	0	0	0
explosion	1091	16	16	-	-	x	-	x	x	-	-	-	-	-	null	64	0	0	0	0	0
Incinerate	1100	16	16	-	-	x	-	x	x	x	-	-	-	-	spell11	768	4000	0	0	0	0
explosion	1101	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Sparks	2030	16	16	-	-	x	-	x	-	x	-	-	-	-	spell02	768	1000	0	0	0	0
explosion	2031	16	16	-	-	x	-	x	x	-	-	-	-	-	null	64	0	0	0	0	0
Lightning Bolt	2060	16	16	-	-	x	-	x	x	x	-	-	-	-	spell18	128	8000	0	0	0	0
explosion	2061	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Implosion	2080	16	16	-	-	x	-	x	x	-	-	-	-	-	spell57c	64	0	0	0	0	0
explosion	2081	16	16	-	-	x	x	x	x	-	-	-	-	-	spell57c	8	0	0	0	0	0
Starburst	2100	16	16	-	-	x	-	x	x	x	-	-	-	-	spell22	768	4000	0	0	0	0
explosion	2101	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Poison Spray	3010	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	1500	0	0	0	0
explosion	3011	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Ice Bolt	3030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell26	768	4000	0	0	0	0
explosion	3031	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Acid Burst	3060	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	3061	16	16	-	-	x	x	x	x	-	-	-	-	-	spell29	64	0	0	0	0	0
Ice Blast	3090	16	16	-	-	x	-	x	x	x	-	-	-	-	spell26	768	4000	0	0	0	0
explosion	3091	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
shard	3092	16	16	-	-	x	-	x	x	x	-	-	-	-	spell26	768	4000	0	0	0	0
Stun	4000	16	16	-	-	x	-	x	x	x	-	-	-	-	spell03	768	4000	0	0	0	0
Slow	4010	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	4011	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Deadly Swarm	4030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell37	768	4000	0	0	0	0
explosion	4031	16	16	-	-	x	x	x	x	-	-	-	-	-	spell37c	128	0	0	0	0	0
Blades	4050	16	16	-	-	x	-	x	x	x	-	-	-	-	spell39	768	4000	0	0	0	0
explosion	4051	16	16	-	-	x	x	x	x	-	-	-	-	-	spell39c	8	0	0	0	0	0
Rock Blast	4070	16	16	-	-	x	-	x	x	x	-	-	-	-	spell41	768	4000	0	0	0	0
explosion	4071	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Death Blossom	4090	16	16	-	-	x	-	x	-	x	-	-	-	-	spell41	320	1500	0	0	0	0
explosion	4091	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
shard	4092	16	16	-	-	x	-	x	-	x	-	-	-	-	spell41	1000	500	0	0	0	0
Mass Distortion	4100	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	4101	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Spirit Lash	5070	16	16	-	-	x	-	x	x	-	-	-	-	-	null	0	0	0	0	0	0
explosion	5071	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Telepathy	6000	16	16	-	-	x	x	x	x	-	-	-	-	-	spell59	64	0	0	0	0	0
Mind Blast	6030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell57	768	4000	0	0	0	0
explosion	6031	16	16	-	-	x	x	x	x	-	-	-	-	-	spell57c	8	0	0	0	0	0
Charm	6040	16	16	-	-	x	x	x	x	-	-	-	-	-	spell60	64	4000	0	0	0	0
explosion	6041	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Berzerk	6060	16	16	-	-	x	x	x	x	-	-	-	-	-	spell62	64	0	0	0	0	0
explosion	6061	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Mass Fear	6070	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	6071	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Psychic Shock	6090	16	16	-	-	x	-	x	x	x	-	-	-	-	spell65	768	4000	0	0	0	0
explosion	6091	16	16	-	-	x	x	x	x	-	-	-	-	-	spell57c	8	0	0	0	0	0
Enslave	6100	16	16	-	-	x	x	x	x	-	-	-	-	-	spell66	64	0	0	0	0	0
explosion	6101	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Harm	7030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell70	768	4000	0	0	0	0
explosion	7031	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Flying Fist	7090	16	16	-	-	x	-	x	x	x	-	-	-	-	spell76	768	4000	0	0	0	0
explosion	7091	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Light Bolt	8000	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	8001	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Destroy Undead	8010	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	8011	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Paralyze	8030	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	8031	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Prismatic Light	8060	16	16	-	-	x	-	x	x	x	-	-	-	-	spell84	768	4000	0	0	0	0
explosion	8061	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Sunray	8090	16	16	-	-	x	-	x	x	x	-	-	-	-	spell87	128	8000	0	0	0	0
explosion	8091	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Toxic Cloud	9010	16	16	-	-	x	-	x	x	x	-	-	-	-	spell90	768	2000	0	0	0	0
explosion	9011	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Shrinking Ray	9030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell92	768	4000	0	0	0	0
explosion	9031	16	16	-	-	x	-	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Shrap Metal	9040	16	16	-	-	x	-	x	x	x	-	-	-	-	spell93	768	4000	0	0	0	0
explosion	9041	16	16	-	-	x	x	x	x	-	-	-	-	-	spell57c	8	0	0	0	0	0
Control Undead	9050	16	16	-	-	x	x	x	x	-	-	-	-	-	spell94	72	0	0	0	0	0
Dark Grasp	9070	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	9071	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Dragon Breath	9080	16	16	-	-	x	-	x	x	x	-	-	-	-	spell97	768	4000	0	0	0	0
explosion	9081	16	16	-	-	x	x	x	x	-	-	-	-	-	spell97c	64	0	0	0	0	0
Souldrinker	9100	16	16	-	-	x	-	x	x	-	-	-	-	-	null	0	0	0	0	0	0
explosion	9110	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Blind	10020	16	16	-	-	x	-	x	x	x	-	-	-	-	spell98	768	4000	0	0	0	0
explosion	10021	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
DarkFire Bolt	10030	16	16	-	-	x	-	x	x	x	-	-	-	-	spell99	768	4000	0	0	0	0
explosion	10031	16	16	-	-	x	x	x	x	-	-	-	-	-	spell99x	8	0	0	0	0	0
LifeDrain	11000	16	16	-	-	x	-	x	x	x	-	-	-	-	spell107	768	4000	0	0	0	0
explosion	11001	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Vampire Charm	11020	16	16	-	-	x	-	x	x	x	-	-	-	-	spell60	768	4000	0	0	0	0
explosion	11021	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Fear	12000	16	16	-	-	x	-	x	x	x	-	-	-	-	null	768	4000	0	0	0	0
explosion	12001	16	16	-	-	x	x	x	x	-	-	-	-	-	null	0	0	0	0	0	0
Breath Weapon 2	12010	16	16	-	-	x	-	x	x	x	-	-	-	-	spell100	768	4000	0	0	0	0
explosion	12011	16	16	-	-	x	x	x	x	-	-	-	-	-	spell100x	8	0	0	0	0	0
