#;Text;Notes;Owner;;
153;"Korbu left us after making the ""Arrangement"" with the necromancers here in Shadowspire.  We aid them in any research they are working on, and assist with the defense of their guild.  In return we are allowed to feed on the local population without hindrance.";;;;
154;The Guild of Necromancers is very stingy when it comes to parting with Lich Jars.  You may be better off seeking out Zanthora, and obtaining one from her.;;;;
155;the Lost Book of Khel is rumored to hold the secrets to the ultimate powers of the dark art of necromancy.  It may be good that no one knows where it is!;;;;
156;Bastian Loudrin has been a great friend to the guild. Sadly, I must refuse his request at this time. Even as we speak, my guild is embroiled in a battle for its very survival. For you see, the Temple of the Sun has declared a holy war on us. Most of our members are away in the fields either leading armies or raising zombies to serve in them.;;;;
;;;;;
"I wish I could say otherwise, but the accursed temple holds the upper hand. If only the balance would tilt in our favor.""";;Sandro;;;
157;If we had the Nightshade Brazier back in our possession, Shadowspire's defense would not be an issue. We could bring this war to the doors of the Sun Temple. We would annihilate them!;;;;
;;;;;
Knowing its importance, the clerics keep the brazier in a secure chamber deep within their temple. Dyson Leland believes he can gain access to that chamber. Bring him to the temple, recover the brazier and return it to me. You want me in your alliance? Well, do this for me, and I will be in your debt.;;;;;
;;;;;
"If you have any questions about the Nightshade Brazier ask Thant. It was he who created the thing.""";;Sandro;;;
158;I will not join you until the security of the guild is secure. Bring me the Nightshade Brazier from the Temple of the Sun in Murmurwoods. We will talk again of alliance after that is done.;;Sandro;;
159;Early on our conflict, the Sun Temple attempted to infiltrate our ranks with a spy. Such foolishness--thinking they could so easily deceive a host of dark magicians!;;;;
;;;;;
"It was child's play to unmask their agent--one """"Dyson Leland."""" Since then we have turned him against his former masters, or so it would seem. Frankly, I don't entirely trust in his loyalty. Still, he has proven useful. As long as he does, we will continue to let him live.""";;Sandro;;;
160;"How can anyone's quest for power bring him to participate in the horrors of the Dark Path? And yet, here is a whole house of them! Oh, they will call themselves ""seekers of knowledge,"" but these magicians of death are abomination! Loathsome corruption incarnate!";;;;
;;;;;
"Only through my own fear can the foul Necromancers' Guild call itself """"my master.""""""";;Dyson Leland;;;
161;When I was young, all I wanted to do was to join the Order of Light--to be a selfless servant of the good. As soon as I was of age, I entered the Temple of the Sun with a heart filled with the fire of purity.;;;;
;;;;;
"What a fool I was. If there is goodness in the world, I have not seen it. There is certainly none in the halls of the Sun Temple! Hiding behind the righteousness of sanctity, Order members perform the worst crimes of greed and self-indulgence. If it were not so horrid, it would pass for something like irony.""";;Dyson Leland;;;
162;"A few months ago, I was called to a private audience with the Sun Temple head priest, Oskar Tyre. He sent me out on a mission of infiltration against the Necromancers' Guild. ""Become as they are,"" he said. ""Gain their trust. While you bide your time waiting to deliver a killing blow, feed us their secrets.""";;;;
;;;;;
"A too simple plan from too simple a leader! Oh, I did as he said, bathing myself in evil so I might seem evil. But it was as if the guild could see into my heart. I was unmasked as a spy. Under threat of death, I now follow their orders. """;;Dyson Leland;;;
163;Join with you? An interesting idea. But what can you offer me? After all I have been through I find myself consumed with a thirst for revenge. I would go with you, but am unwilling to spend my efforts lightly. Give me an opportunity to hurt one of my enemies--the cursed Temple of the Sun or the abominable Necromancers' Guild--and I will travel with you gladly.;;Dyson Leland;;
164;Now that the Nightshade Brazier covers Shadowspire in its fortifying darkness. Thant goes to lead his minions.;;Sandro;;
165;Certainly the elemental unrest concerns us greatly. Why one need travel only a short distance north from our temple to see a great maelstrom of unnatural duration and fury. But sadly we have other matters pressing.;;;;
;;;;;
"The sick horror that is the Necromancers' Guild must be blighted from this land! We wage holy war on the evil in Shadowspire. Our entire spirit and power goes into the campaign we wage against Sandro and his minions. Until that is done we cannot entertain participation in your alliance.""";;Oskar Tyre;;;
166;Then again, we could spare some resources for your alliance if the war would turn in our favor. Perhaps you could be our agent of fortune?;;;;
;;;;;
"Inside the Necromancers' Guild is a device known as the """"Skeleton Transformer."""" It converts living creatures into the skeletons which the dark mages use for the bulk of their reinforcements. If it were destroyed, we would quickly have the upper hand.";;;;;
;;;;;
"We have an agent, Dyson Leland, placed in their guild. Find him and help him to wreck their skeleton making device. Do this and I will consider your request more favorably.""";;Oskar Tyre;;;
167;You come here again with talk of alliance? I have told you what you must do. Go to the Necromancers' Guild in Shadowspire, find Dyson Leland and help him to destroy their Skeleton Transformer!;;Oskar Tyre;;
168;Excellent work! With the Skeleton Transformer destroyed, I am more than confident that the light of righteousness will cleanse Shadowspire of evil. The Necromancers' Guild is as good as no more.;;;;
;;;;;
"As I agreed, you may now consider the Temple of the Sun an ally against the elemental cataclysm. I myself will sit on your alliance council in Ravenshore. I will make my departure arrangements with all due haste.""";;Oskar Tyre;;;
169;Do you take the prophecy so lightly that you shirk the role it has cast for you? These are dire times calling for dire actions from all. Go forth across the land and forge the unity represented by the alliance. Go, unless you favor the oblivion that threatens us!;;Elgar Fellmoon NPC 53;;
170;Using Arion Hunter's boats we have managed to gather some information. I sent one to Ravage Roaming and another to the Dagger Wound Islands. It is reported that strange portal gateways have appeared in both regions. The gateway in the islands stands on the slopes of the large volcano that rose from the sea southeast of the main island. The Ravage Roaming portal is in the middle of the large lake. It is said that the water which formed the lake flooded out of the gateway.;;Elgar Fellmoon NPC 53;;
171;Within hours of our first meeting, a most fortuitous development occurred. We were contacted by a great sage, Xanthor, of the Ironfist courts of Enroth!;;;;
;;;;;
"Using his great magic, he projected his image into this very chamber. He and Roland and Catherine Ironfist were at sea off our shores when the cataclysm occurred. They survived the resulting storms and now would like to land in Ravenshore to aid the alliance. Unfortunately, they are blocked by the Regnan pirate fleet. We must help them to land. Xanthor claims much knowledge of what has happened here. We need his council!""";;Elgar Fellmoon NPC 53;;;
172;Our sources believe the main Regnan fleet is in a hidden port somewhere on Regna Island. If you could sink the fleet in dock you could greatly cripple their ability to patrol the seas off our shore. Unfortunately, we don't have a fleet of our own strong enough to make a landing on Regna.;;;;
;;;;;
Brekish Onefang has gotten message to us that the Regnans have built an outpost on an atoll off the main Dagger Wound Island. He believes this outpost is resupplied by mysterious means. His scouts never see ships land there, but they are always well stocked. Perhaps you should go there and solve the mystery. Perhaps the answer will convey you to Regna?;;;;;
;;;;;
"Regardless of the means, the Regnan fleet must be sunk if the Ironfists are to land in Ravenshore.""";;Elgar Fellmoon NPC 53;;;
173;Your good work sinking the Regnan fleet has already had the desired results. Just yesterday morning, Catherine and Roland Ironfist arrived along with their sage, Xanthor. With them in the alliance, we are made stronger--immeasurably so.;;;;
;;;;;
"I will admit that the time of this crisis has contained some of my darkest moments. Thanks to your efforts I believe that the worst of this is over. I have hopes that we will indeed survive this.""";;Elgar Fellmoon NPC 53;;;
174;You must sink that Regnan fleet! It is imperative that the Ironfists be allowed to land safely. Their sage Xanthor has knowledge of the crisis that we cannot do without.;;Elgar Fellmoon NPC 53;;
175;For all their claims of empire and their airs of civilization, the Regnans are the worst scum of Jadame. Why I cannot find myself the least bit surprised that they would take advantage of the crisis to expand their pirating operations. What concerns me most is their new outpost on Dagger Wound. I am sure they mean to use it as a base of attack on the continent. Why, it even puts them in striking distance of Ravenshore!;;Elgar Fellmoon NPC 53;;
176;I have only met with him briefly, but I am convinced that Xanthor is remarkably knowledgeable about the workings of the elemental planes. Apparently he learned much from the Ironfists' elemental allies during their recent campaigns against the devils of Erathia.;;;;
;;;;;
"Even now he studies the strange crystal in the town square. You may find him there, or perhaps in the nearby residence we have provided him.""";;Elgar Fellmoon NPC 53;;;
177;We of the council have great faith in this Xanthor. He has told me that he is formulating a plan for dealing with the elemental crisis. If anyone can find a solution to our problems, it is he.;;;;
;;;;;
"If you would help us further, be of service to this great sage. Consult with him about the crystal and see what you might do for him.""";;Elgar Fellmoon NPC 53;;;
178;We look to Xanthor to formulate our next actions. Go to him and see how you can help.;;Elgar Fellmoon NPC 53;;
179;That we have been joined by the royal court of Enroth has been nothing but good. I was worried they would be afflicted with the need for pomp which infects many other monarchs. I am gladdened to report that this is not the case with this king and queen. They disembarked and set directly to work on our problem. As key members of our alliance, you will find access to them easy. We have put them up in houses here in Ravenshore.;;Elgar Fellmoon NPC 53;;
180;From what Xanthor has told us, I'm sure all of the elemental planes are dangerous. Still, I would advise you to take particular caution when exploring the Plane of Fire. Its denizens, according to reports from the Ironsand Desert, are being particularly belligerent.;;Elgar Fellmoon NPC 53;;
181;All I know of the Plane Between Planes is what I learned from the Alvarian loremasters. Still, if the Destroyer's base is there, proceed with the greatest caution! It is said the plane is made of the stuff of chaos from which all the other planes are formed as if from clay. While chaos has a form, it is fluid. Whatever you see there will not be as it seems. And what is there may be subject to continuous change.;;Elgar Fellmoon NPC 53;;
182;What the Alvar loremasters told me of the Plane Between Planes applies here. While I am sure the prisons of the elemental lords are prisons in every sense of the word, I am equally sure that they will not appear as one would expect.;;Elgar Fellmoon NPC 53;;
183;The Merchant Guild of Alvar owes you a great debt. As a small measure of repayment, we have decided to make this merchanthouse permanently available to you. Please take this gift from us as a token of our profound gratitude for your valorous deeds.;;Elgar Fellmoon NPC 53;;
184;I know being part of your alliance is important work. Still, I do miss the hunt! I keep imagining all the good fun my men are having while I'm here pushing around papers.;;;;
;;;;;
"Hurry up with this alliance business! I want to get this mess taken care of with dispatch! Without the thrill of the hunt, my life is missing its usual spark.""";;Charles Quixote NPC 65;;;
185;"Judging from the tactics employed by the Regnan pirates, I suspect that Blackwell Cooper is involved. Cooper is an old…shall we say, ""associate,"" of mine. Why, if I were a gambling man, I'd bet gold that he is leading the Regnan expeditionary force on Dagger Wound.";;Charles Quixote NPC 65;;
186;I know I hold the council's minority opinion on the subject, but really, I don't see why we have to involve some charlatan magician in this matter! Surely this crisis is solvable, like most things, with judicious application of a length of well-forged steel.;;Charles Quixote NPC 65;;
187;Fah! If you ask me, this idea of Xanthor's is foolhardy! I say if we're facing attack by elemental armies, we should be raising an army to meet them. Frankly, all this talk of prophecy leaves me uneasy. This council is too much under the sway of the Ironfist's pet wizard. I say we take the fight to the elemental planes and introduce the invaders to the sharp edges of our blades!;;Charles Quixote NPC 65;;
188;"I tell you, this Xanthor is sending you on a wild goose chase. ""Plane Between Planes,"" indeed! What hogwash! The worst of it is that we make no preparations for war in the event the crazy scheme fails, which I expect it will. This mad following of prophecy flies in the face of good military sense!";;Charles Quixote NPC 65;;
189;I have had more of my share of doubts about this Xanthor, but it is the mark of a man how readily he admits his errors. It is clear to me now that he has given nothing but good and effective advise. If he tells you to rescue the elemental lords, then that is what you must do. Go! And good luck!;;Charles Quixote NPC 65;;
190;Good to see you again, Heroes of Jadame. A good job there, saving the world, and all. You certainly have my thanks, and I'm sure, the thanks of many.;;;;
;;;;;
"I'm sure you've got plenty of other opportunities at this point, but let me know if you want a job hunting Dragons. Probably not much of a challenge for the likes of you, but the offer stands!""";;Charles Quixote NPC 65;;;
191;Small ones, hurry with your alliance preparations! My patience with this land lacking in caves and prey grows dangerously thin. Not only must I sleep in a barn, these people do not even raise cattle. I must live off of fish! Fah!;;;;
;;;;;
"If you value my good temper, be quick!""";;Deftclaw Redreaver NPC 66;;;
192;Reaching Regna Island is no small challenge. One of my scouts has reported to me that Regnan boats lie thick on the sea. He also said he saw that the Regnans have a craft that can travel beneath the water. It is said they supply their Dagger Wound outpost with the craft. Perhaps you can use it to reach Regna. The pirates will either miss your passage or take you for one of their own.;;Deftclaw Redreaver NPC 66;;
193;"I know this is not the time to think of revenge, but I would pass onto you something I learned about my enemy, Charles Quixote. The Minotaur king, Masul, mentioned that Quixote keeps a sword of great power with him in his keep. It is called, ""Snake."" Perhaps your acquiring of it would help the alliance cause?";;Deftclaw Redreaver NPC 66;;
194;My Dragon patrols have located two of the elemental gateways. One lies on the side of a large volcano southeast of the largest Dagger Wound Islands. The other is located in the center of the large lake in Ravage Roaming. I know not where they lead, but you will have to cross a lot of water to reach either.;;Deftclaw Redreaver NPC 66;;
195;An Erathian Dragon visited my cave shortly before you arrived there. He reported to me that a new type of Dragon, one seemingly made of crystalline rock, has been seen in Erathia. I'm not sure why I tell you this. Perhaps the giant crystal in the town square reminds me of the story. ;;Deftclaw Redreaver NPC 66;;
196;Interesting that the Destroyer himself sends you to undo his works. I guess I am not surprised. The workings of the greater Powers are mysterious at best.;;Deftclaw Redreaver NPC 66;;
197;You have done this land and Dragonkind a great service. For this, we owe you. Know that we will tolerate your presence in our caves, further, we will not hunt you as prey.;;Deftclaw Redreaver NPC 66;;
198;Did you know that our temple in Murmurwoods is the first in this land of Jadame? It is our mission to bring the Light to all corners of the world--even here. We were surprised to see that our enemies, the Necromancers' Guild had preceded our arrival with their own. But no matter, they will soon be dealt with.;;;;
;;;;;
"Say, don't you think this merchant house would make a fine Sun Temple? I will bring it up with Fellmoon after the crisis is over.""";;Oskar Tyre NPC 67;;;
199;If you're off to Regna, you might want to look for the Mace of the Sun. When my brothers and I made the crossing from Erathia, we were attacked by the Regnan fleet. All but one of our ships escaped. Sadly, the lost ship was the one carrying the mission leader, Brother Howe. He had the weapon in his possession. I saw Brother Howe slain by the pirates, but perhaps they still have the mace.;;Oskar Tyre NPC 67;;
200;;roster 1 join;;;
201;;roster 1 full;;;
202;You know…I have a power stone that will activate the portal to the abandoned temple. And you have one that will allow us to reach the island where that portal is!;;;;
;;;;;
"If we joined forces, we could reach the temple with ease. What say you?""";roster 2 join;;;;
203;Looks like your party's all full up, so I can't travel with you now. But the offer still stands. If you need me, I'll be at the Adventurer's Inn.;roster 2 full;;;
204;Do you take Simon Templar, the knight, into your party?  If you would like Simon Templar to join you, click YES.  If you would like him to wait for you at the Adventurer's Inn, click NO.;roster 3 join;;;
205;;roster 3 full;;;
206;Very well. You have done as I have asked of you. Now I will return the favor. I will travel with you to meet your merchant guildmaster, and perhaps beyond if you will have me. There is little for me here.;;;;
;;;;;
"Shall we be off?""";roster 4 join;;;;
207;It seems that you're party is too full for me to join. I will therefore travel alone to the Adventurer's Inn. Meet me there when you have room. Until then, farewell.;roster 4 full;;;
208;Would you like Arius the Minotaur to join you?;roster 5 join;;;
209;I will be happy to journey with you when your party is not so full. I will travel to the Adventurer's Inn. If you need me, I'll be there.;roster 5 full;;;
210;Will you have Rohani Oscleton the Dark Elf join you?;roster 6 join;;;
211;I'm glad you've decided to take me, but your party is too full. I guess I'll start my adventure by traveling to the Adventurer's Inn. See you there!;roster 6 full;;;
212;Well, I am ready to travel. Shall we go?;roster 7 join;;;
213;Hmmm. It seems your party is full. I will travel to the Adventure's Inn. You will find me there ready to join you when you have room. Good luck.;roster 7 full;;;
214;Will you take Ithilgore the Dragon into your party?;roster 8 join;;;
215;Though your party is full, I will still join your cause. I will travel to the Adventurer's Inn. Meet me there if you want me to travel with you.;roster 8 full;;;
216;Will you take Karanya Memoria the Necromancer into your party?;roster 9 join;;;
217;"I cannot travel with you now; your party is too full. If you want me to journey with you, you will find me at the Adventurer's Inn.";roster 9 full;;;
218;Will you accept Maylander the Cleric as a follower?;roster 10 join;;;
219;Hmm, I prefer to travel with a smaller party than you have. Tell you what…I'll travel to the Adventurer's Inn. If you want me I'll be there. 'Til then, farewell.;roster 10 full;;;
220;I will always be in your debt for saving my father.  It would be an honor and a privilege if you allowed me to travel with you.';roster 11 join;;;
221;Though I am honored that you would have me, I cannot join you for your party is full.  You can find me in the Adventurer's Inn if you ever wish my services.;roster 11 full;;;
222;The Clan of Balthazar will always be in your debt for recovering the Axe of Balthazar and returning it to Masul.  Long may Masul lead us!  I would be honored if you would allow me to travel with you.;roster 12 join;;;
223;I am honored that you would allow me to travel with you, however, I see that your group is full.  I will travel to the Adventurer's Inn.  You can find me there if you wish me to join you in your travels.;roster 12 full;;;
224;Now that my herd is safe, I will gladly join you. I'm sure Herdmaster Masul will not object to me helping the saviors of my people. Shall we?;roster 13 join;;;
225;I can see that your party is too large to include me in its ranks. Still, my thirst for adventure has been whetted by your offer. I will travel to Ravenshore and seek my fortune there. Perhaps you will find me at the Adventurer's Inn there. I will look for you there!;roster 13 full;;;
226;Will you take Jasp Thelbourne the Dark Elf into your party?;roster 14 join;;;
227;Well, I'd be happy to go with you now, but your party is too full. But, I will make my services available to you. I will go to the Adventurer's Inn. Seek me there if you would have me.;roster 14 full;;;
228;Will you take Gethric Mercutura the Vampire into your party?;roster 15 join;;;
229;Ah, but your party is too full. But now, it is settled. It is a life of adventure I seek! I will travel to the Adventurer's Inn. If you will have me, I will be there.;roster 15 full;;;
230;Do you take Flamdring the Dragon into your party?;roster 16 join;;;
231;Join them? Yes? But no, their numbers are too great. But adventure I still seek. Well then, to the Adventurer's Inn I must go, for there gather those who would seek their fortunes.;roster 16 full;;;
232;Will you travel with Hevatia Deverbero the Necromancer?;roster 17 join;;;
233;Your party is too full for me to join. I will go to the Adventure's Inn. You can take me into your group there if you have the room.;roster 17 full;;;
234;Do you take Verish the Cleric into your party?;roster 18 join;;;
235;I know I would serve the Light well by joining you, but your party is too full. I will go to the Adventurer's Inn. Meet me there if you have the room.;roster 18 full;;;
236;Do you take Nelix Uriel the Knight into your party?;roster 19 join;;;
237;I can't go with you. Your party is too full. But you know? Things here are wrapping up and I have little to do. I'll travel to the Adventurer's Inn and seek my fortune there. Maybe we'll meet up there.;roster 19 full;;;
238;Will you take Sethrc Thistlebone the Troll into your party?;roster 20 join;;;
239;Hmm…you're party is too full, but still I wish to help you. I will go to the Adventure's Inn. If you need a strong clubber, you will find me there.;roster 20 full;;;
240;Do you care to travel with Rionel the Minotaur?;roster 21 join;;;
241;I can't go with you now. Your party is full. I will still make myself available to you. If you need me, I'll be at the Adventurer's Inn.;roster 21 full;;;
242;Will you take Adric Stellare the Dark Elf into your party?;roster 22 join;;;
243;Yes, I will gladly join you. Unfortunately, your party is too full. Tell you what. I'll go to the Adventurer's Inn. If you want to travel with me, you'll find me there.;roster 22 full;;;
244;Will you take the Vampire Infaustus into your party?;roster 23 join;;;
245;I would go with you, but your party is too full. I prefer to travel with fewer people. I go now to the Adventurer's Inn. There I will find my companions.;roster 23 full;;;
246;Do you ask Brimstone the Dragon to join you?;roster 24 join;;;
247;Ah, but your party is too full. Still, you are clearly the ones I seek. I will go to the Adventurer's Inn. Join with me there when you have room.;roster 24 full;;;
248;Many our the Shadowspire Guild thanks for recovering the Lost Book of Khel! Perhaps I can join you in your travels to provide my own personal assistance?;roster 25 join;;;
249;I would like to join you in your travels to provide my own personal assistance but I see that your group is full.  You can find me in the Adventurer's Inn if you need me.;roster 25 full;;;
250;It was very noble of you to seek a cure for the knight, Blazen Stormlance.  I would like to join you in your quest! Will you have me?;roster 26 join;;;
251;I wish I could join with you now, but your party is too full. I will wait for you in the Adventurer's Inn. Until then, good luck!;roster 26 full;;;
252;Do you take Tempus the Knight into your party?;roster 27 join;;;
253;I cannot travel go with you. Your party is much too large for my preferences. I like to work with a smaller, more mobile group. Tell you what. I will go to the Adventurer's Inn. Join me there once you get rid of some of your dead weight.;roster 27 full;;;
254;Will your travel with Thorne Understone the Troll?;roster 28 join;;;
255;Great. Listen. I have some business I need to attend to before I can go with you. We'll meet at the Adventurer's Inn. I will join you there.;roster 28 full;;;
256;Will you take Ulbrecht the Minotaur into your party?;roster 29 join;;;
257;I would go with you now, but your party is too full. I will make preparations then travel to the Adventurer's Inn. Meet me there when you have room for me. Until then, good luck!;roster 29 full;;;
258;Thanks again for your help!  May I join you?;roster 30 join;;;
259;I would like to join you in your adventures but your group is already full!  I will await you in the Adventurer's Inn.;roster 30 full;;;
260;Do you take Artorius Veritas the Vampire into your party?;roster 31 join;;;
261;I can't go with you, your party is too full. I will go to the Adventurer's Inn. Join me there.;roster 31 full;;;
262;Do you take the Dragon, Duroth the Eternal into your party?;roster 32 join;;;
263;I will join you, but not now. I have to see to some matters which will take me some days to deal with. After I'm done I will go to the Adventurer's Inn. Meet me there.;roster 32 full;;;
264;Do you agree to travel with Nathaniel Roberts the Necromancer?;roster 33 join;;;
265;Fah! You are more a mob than an adventuring party. I'm looking for a smaller group. I will seek them at the Adventurer's Inn. If you want to journey with me…well, perhaps you'll find me there.;roster 33 full;;;
266;I will gladly join you. My desire for revenge has been a thirst long in need of slaking. You have provided me with the cup. Let us go and fill it!;;;;
;;;;;
"Dyson Leland offers to join your party. Do you accept?""";roster 34 join;;;;
267;Your group is too full for me to join, but here is my plan…I will make my escape from the guild and meet you at the Adventurer's Inn. It may take me some time to get there, as I must travel with caution.;;;;
;;;;;
"Meet me there when you can. My revenge has waited for over a year. It can wait a few more weeks. Wish me luck!""";roster 34 full;;;;
268;I will be forever in your debt.  Not only did you rescue me from the lair of Zanthora, but you helped my daughter be promoted by Sir Charles Quixote.  I would like to join you in your travels!;roster 35 join;;;
269;Unfortunately, there is not enough room in your group for me to join you now.  I can be found in the Adventurer's Inn if you need me.;roster 35 full;;;
270;;roster 36 join;;;
271;;roster 36 full;;;
272;;roster 37 join;;;
273;;roster 37 full;;;
274;;roster 38 join;;;
275;;roster 38 full;;;
276;;roster 39 join;;;
277;;roster 39 full;;;
278;;roster 40 join;;;
279;;roster 40 full;;;
280;;roster 41 join;;;
281;;roster 41 full;;;
282;;roster 42 join;;;
283;;roster 42 full;;;
284;;roster 43 join;;;
285;;roster 43 full;;;
286;;roster 44 join;;;
287;;roster 44 full;;;
288;;roster 45 join;;;
289;;roster 45 full;;;
290;;roster 46 join;;;
291;;roster 46 full;;;
292;;roster 47 join;;;
293;;roster 47 full;;;
294;;roster 48 join;;;
295;;roster 48 full;;;
296;;roster 49 join;;;
297;;roster 49 full;;;
298;;;;;
299;;;;;
300;So you seek to further your skills with the staff? Excellent! The staff can work offensively and defensively, and make you more difficult to hit. My teachings will raise you to Expert level, but first you must have a skill level of 4 with the staff and of course there is my small fee of 2000 gold.;Expert Staff (2);James;;
301;You wish to continue on the path of mastery of the staff? If you prove an apt pupil and have already achieved an Expert skill level of 7 with the staff, I will gladly instruct you to Master level for 5000 gold.  With the skills I will teach you will have a chance to stun your opponent!;Master Staff (4);James;;
302;To achieve Grand Mastery of the staff, you must deal with me! Before I can instruct you, you must have reached a Master Skill level of 10 with the staff, and pay my price of 8000 gold.  If you meet my qualifications, I will teach you to wield the staff dealing out addition damage equal to the level of your skill.;Grand Master Staff (6);James;;
303;So the sword is your weapon of choice, and you would like to have the skill to slay more effectively? Then I can help you!  My instruction will teach you to use your blade more quickly than before. If you have 2000 gold and have reached a skill level of 4 with the sword, I will instruct you to Expert level.;Expert Sword (2);James;;
304;Bah!  Even the strongest plate armor can be sliced like a melon by someone who can wield a sword with Mastery!  With an Expert sword level of 7 and 5000 gold this I can teach you!   With the skills I teach, you can carry another weapon in your left hand, making you twice as deadly.;Master Sword (13);James;;
305;Even the cheapest steel can save the life of a warrior who has achieved Grand Mastery of the sword. With Grand Mastery you will be more difficult to hit.  If you have reached a Master skill of 10 with the sword and can pay my fee of 8000, I will teach you all the techniques of a Grand Master Swordsman.;Grand Master Sword (5);James;;
306;I have a dagger and I bet I can kill you before you draw yours! Speed can kill and the dagger is the fastest weapon! With what I can teach you, you can carry another weapon in your off hand. Two are better than one. The Expert skills of the dagger can be yours if you have a dagger skill level of 4 and can pay my modest fee of 2000 gold.;Expert Dagger (3);James;;
307;Ha!  The fastest survive! As a Master of the dagger I have and will survive! My teachings can greatly increase your chance of causing critical damage! If you have an Expert skill level of 7 and 5000 gold I can lead you to Mastery!;Master Dagger (2);James;;
308;The quickest dagger--the one that is never seen--is the ultimate weapon.  You can rapidly attack your foe before he has a chance to strike you once.  With Grand Mastery of the dagger, this can be yours.  You must have a Master skill level of 10 and 8000 gold to receive my instruction.;Grand Master Dagger (13);James;;
309;Speed kills, especially when that speed is driving an axe. With my instruction you can have this Expert ability. You will strike more quickly than before, demolishing your foes! You must first have a skill level of 4 with the axe and pay my price of 2000 gold.;Expert Axe (5);James;;
310;Mastery of the axe and skilled hands can split an opponent's head like a pudding. With my instruction you can have this ability! You blows will cause more damage than before, devastating your opponents! But first you must have an Expert skill level of 7 with the axe and pay my price of 5000 gold.;Master Axe (2);James;;
311;As a Grand Master of the axe, your opponents' armor will mean nothing.  The effectiveness of their armor will be cut in half as you slice it from their carcasses! I can teach you this skill, but you first must have a Master skill level of 10 with the axe and pay me 8000 gold.;Grand Master Axe (7);James;;
312;Spear expertise makes you one with your weapon.  With this skill you will cause more damage to your foes.  I can raise you to an Expert level if your skill level is 4 and you have 2000 gold.;Expert Spear (2);James;;
313;The spear is your weapon of choice? Would you like to learn to carry a shield or another weapon in your off hand to improve your combat ability?  This Master knowledge can be yours if you have an Expert skill level of 7 with the spear and 5000 gold.;Master Spear (3);James;;
314;So you seek to further your skills with the spear? Excellent! The spear can work offensively and defensively, and make you more difficult to hit. My teachings will raise you to Grand Master, but first you must have a Master skill level of 10 with the spear and of course there is my small fee of 8000 gold.;Grand Master Spear (1);James;;
315;Like to keep your enemy beyond arm's reach do you?  The bow is the best way to slay your enemy before he can harm you.  With my teachings you'll reach Expert status and be able to fire your bow more quickly, thus eliminating your enemy at range.  I will teach you if your skill level with the bow is 4 and you pay the price of 2000 gold.;Expert Bow (1);James;;
316;Think you are fast with the bow?  The speed you have now is nothing compared to what I can teach you.  My Master lessons can teach you to fire 2 arrows where Experts can only fire one.  This requires an Expert skill of 7 with the bow and the fee of 5000 gold.;Master Bow (2);James;;
317;Speed with the bow can definitely be an advantage, but that speed combined with the knowledge of how to seriously injure your foe can be the difference between life and death.  I will teach you Grand Mastery of the bow and you will increase the amount of damage that each shot does.  You must be a Master with a skill level of 10 and pay 8000 gold for this instruction.;Grand Master Bow (3);James;;
318;The mace is a subtle weapon.  Where blades and dagger slash the flesh, the mace can break bones and destroy organs without all the bloody mess. As an Expert with the mace you will inflict more damage, increasing combat effectiveness.  If you have achieved a skill level of 4 and pay 2000 I will instruct you.;Expert Mace (2);James;;
319;Who needs subtlety when your opponent is unconscious?  Mastery of the mace will give you the chance to stun or even paralyze your enemy.  For 5000 gold and proof that you have reached an Expert skill level of 7, I will teach you Mastery of the mace.;Master Mace (5);James;;
320;A greater chance to subdue your foes means a smaller chance you will be hurt yourself.  Grand Mastery of the mace will increase your chances of stunning or even paralyzing your foes.  If you have a Master skill level of 10 and can pay me 8000 gold, I will instruct you.;Grand Master Mace (4);James;;
321;Well, now that things seem to be settled with our little war with the Temple of the Sun. Sandro has said that guild members may turn their attention to other matters. Since arriving in Jadame, I have seen little of it save for the lands of Shadowspire. Say...perhaps you could use my services!;;Hevatia Deverbero NPC 466;;
322;I wish I could join with you. Sadly, our war with the Temple of the Sun takes up all of our time. The guild cannot spare me now.;;Hevatia Deverbero NPC 466;;
323;Yes! I would love to join with you. Now that our holy war against the foul Necromancers' Guild seems to be going well, I find I have little to do around here. I will go with you if you will take me.;;Verish NPC 467;;
324;The shield can be your friend.  It keeps those who wish you dead from striking at you.  With the Expert skill in shield I can teach you, you will eliminate the penalty to your weapon's recovery for carrying a shield.  This skill can be yours for 1000 gold and proof of a skill level of 4 with the shield.;Expert Shield (3);James;;
325;Mastery of the shield makes its defensive bonus doubly effective, making you that much harder to hit!  I will teach you Mastery of the shield if you have reached an Expert skill level of 7 and pay me 3000 gold.;Master Shield (6);James;;
326;Under my Grand Master tutelage, you will learn to make the shield the ultimate defense.  Not only will it protect you in melee but will also give you the benefits of the Shield spell.  This skill can be yours if you have reached a Master skill level of 10 with the shield and pay me 7000 gold.;Grand Master Shield (5);James;;
327;Leather armor is the lightest protection around.  It keeps those who wish you dead from harming you.  With the Expert skill in leather armor, you will eliminate the penalty to your weapon's recovery caused by wearing armor.  This skill can be yours for 1000 gold and proof of a skill level of 4 in leather.;Expert Leather (1);James;;
328;Mastery of leather armor makes its defensive bonus doubly effective, making you that much harder to hit!  I will teach you Mastery of leather armor if you have reached an Expert skill level of 7 and pay me 3000 gold.;Master Leather (7);James;;
